,Obj_Fun,MARS,LR,Lasso,Ridge,ElasticNet
0,Min_P_SG,0.9928519943133886,0.9772854447675151,-0.03141488750895283,0.7691058877289265,-0.03141488750895283
1,Min_P_losses,0.9936018966629753,0.9431331279681479,-0.8061905714934148,0.7364306216744801,-0.8061905714934148
