Iter_num,VSC,SG2,SG1,PLTOT,PL2,PL3,PL4,PL5,PL6,PL7,PL8,PL9,DI,V1,V2,V3,V4,V5,V6,V7,V8,V9,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,P1,Q1,P5,P6,f,Exitflag,DI_crit
1,0.9636817037569232,0.015220902225415393,0.025368170375692327,1.0,0.07145372771685903,0.14924526730709264,0.20278107503503018,0.10537105243910479,0.04798083729572429,0.09082832298137057,0.0423261416781404,0.2900135755466781,1.1462036559011188,1,1.0012403472878517,1.001246064648792,1.0016141471668352,1.0016568274661504,1.0017774591607727,1.0019325269388026,1.0019470165003923,1.0018640081799655,1e-12,-0.006420749704412373,-0.007398915420939348,-0.008711147033919288,-0.009306078826270867,-0.009061168640083337,-0.010198514909366505,-0.010727270721243087,-0.01261898724354549,0.9636817037569232,-0.29514088784070713,0.015220902225415393,0.025368170375692327,49.99815914812154,1,1.1462036559011188
1,0.6938347158595085,0.2852300829515705,0.025383471585950862,1.0,0.11018466725497227,0.11127714520294683,0.20931147389996566,0.0986410303276112,0.04288935828339596,0.0957961205365774,0.04851951251373199,0.2833806919807985,1.1212677871696468,1,1.0014227816167394,1.0014522792905562,1.0019089463383553,1.0021222877104359,1.0020168843486321,1.002170061683967,1.0021857308812947,1.0021069030702037,1e-12,-0.0046728656494764475,-0.005404600190284623,-0.005797183260382874,-0.004603057245117612,-0.006728341987970919,-0.00788624299073,-0.008403306681725944,-0.010251981100665546,0.6938347158595085,-0.2989737895674005,0.2852300829515705,0.025383471585950862,49.998082642070244,1,1.1212677871696468
1,0.24421570407933005,0.2852529422447598,0.475421570407933,1.0,0.098100759679353,0.16861523616680843,0.16802414637591392,0.11893115837757763,0.038056031533406975,0.10040834452585354,0.06271769387346685,0.24514662946761967,1.0627792526929225,1,1.0017181620599285,1.0017117242458144,1.0023131192144061,1.0025139624309163,1.0025154137134933,1.002672127371952,1.00269406362552,1.00263938437568,1e-12,-0.0017605334946658169,-0.002864415012346581,-0.0017727979412541926,-0.0007117073363581575,-0.001727466041123404,-0.002853360296119388,-0.0033084789310599476,-0.004909037870312789,0.24421570407933005,-0.3029904816484892,0.2852529422447598,0.475421570407933,49.997892147960336,1,1.0627792526929225
1,0.513952790076365,0.015237167404581897,0.4753952790076365,1.0,0.07427473672581437,0.12812869290205803,0.22664390542090068,0.07550509163478555,0.03816944549374593,0.08373945316490745,0.04862954535460311,0.3249091293031849,1.0858296629428772,1,1.001541935658038,1.0015608889017873,1.0020077863434225,1.0020691335308207,1.002257514046165,1.002406554745144,1.0024106753361066,1.002305495966704,1e-12,-0.0035076880383921186,-0.004348798585214589,-0.004854725387797557,-0.00525577545104352,-0.004300803606905273,-0.005496565542789966,-0.006129753381193754,-0.008247908158935419,0.513952790076365,-0.30088861258886795,0.015237167404581897,0.4753952790076365,49.998023604961816,1,1.0858296629428772
1,2.9644169298244494,0.015265015789466955,0.025441692982444926,3.0,0.2801281263834364,0.5642149880345821,0.6536996892688681,0.301223585861604,0.1909689399036828,0.23914944258454468,0.16478264672346202,0.6058325812398194,0.9861453716395596,1,0.9997007056131176,0.999443086256066,0.9996228363704124,0.9995425909165511,0.9997583470072857,0.9997526933410541,0.9997022759416233,0.9994178548022581,1e-12,-0.019377688023769168,-0.02304843449617121,-0.026041971853027993,-0.027907283997417036,-0.026570122923802984,-0.029296562092849372,-0.030451928607324628,-0.03439263712733179,2.9644169298244494,-0.22326121102553986,0.015265015789466955,0.025441692982444926,49.99779153508778,1,0.9671732504455817
1,2.694345514752688,0.28526073088516124,0.02543455147526878,3.0,0.2268070930962125,0.32009193181245527,0.6375315898093977,0.3755951897650596,0.16579618992076445,0.27460430388020707,0.15561116569575534,0.8439625360201479,0.9877274957268113,1,0.9998783541426398,0.9997764910796303,0.9998303172304596,0.9998728831887251,0.9998596946660925,0.9997838369203738,0.9996877299795279,0.999248589166616,1e-12,-0.017624799357643918,-0.019711695796960155,-0.023888665216250292,-0.024483995934618936,-0.02539096720567866,-0.02876489240441565,-0.030337942097336132,-0.035823055130970824,2.694345514752688,-0.22983046973428503,0.28526073088516124,0.02543455147526878,49.99782724262366,1,0.9501864035791611
1,2.245586738194302,0.2853352042916581,0.4755586738194302,3.0,0.4179773548329219,0.4282125395584806,0.5023425253899289,0.26189592967531466,0.12442566595763681,0.3490877579959593,0.222351934573581,0.6937062920161767,0.9889060584274166,1,1.0002708457283578,1.0001002153335783,1.0004468920816723,1.0005599720885063,1.0005340576093664,1.000448311951559,1.00038850363436,1.0000470238370525,1e-12,-0.01472084041118559,-0.0175092752254463,-0.01882906248913354,-0.018688402010579724,-0.019788216680849045,-0.023304435281604308,-0.024536280795415442,-0.029046954590691048,2.245586738194302,-0.2546729988835325,0.2853352042916581,0.4755586738194302,49.99720663090285,1,0.902109962759565
1,2.5151035332072733,0.015306211992436416,0.47551035332072733,3.0,0.32425404061544894,0.5681857285111738,0.6414879291732233,0.31627662518302163,0.14427244265596367,0.24202589210607742,0.1274931907781931,0.636004150976898,0.9871907962712024,1,1.0000693460740049,0.9998090767398545,1.0001018389555258,1.0000120552774434,1.0003433835057027,1.0003375476023364,1.0002886721633344,0.9999845978912337,1e-12,-0.0164674149448165,-0.02016391915910511,-0.022061051172128046,-0.024023870401690312,-0.021499865817556557,-0.0242232655480654,-0.025356919486475858,-0.02949333373893073,2.5151035332072733,-0.2451736840420028,0.015306211992436416,0.47551035332072733,49.99744823339636,1,0.918001414045953
1,0.9636341804603463,0.015218050827620778,0.025363418046034633,1.0,0.08708320145372259,0.18079415629939183,0.20859847817028104,0.10783052643697089,0.05207152749654603,0.0967220241359504,0.045069618404741406,0.22183046760239583,1.146410470493191,1,1.0012442104156551,1.0012301269985087,1.0016273113417598,1.0016684534890108,1.0018048534493036,1.0019718193132738,1.0020016665023022,1.001961735944735,1e-12,-0.006420782452586173,-0.007603706555801739,-0.008627049403357564,-0.009237965858430303,-0.008839226671008638,-0.00986055215902793,-0.010235034178546881,-0.011684279739697578,0.9636341804603463,-0.29573146613507495,0.015218050827620778,0.025363418046034633,49.998182909769824,1,1.146410470493191
1,0.693756012432187,0.2852253607459312,0.025375601243218703,1.0,0.12526207831487846,0.16047991854232782,0.24301801734611442,0.0969773254710646,0.044042737740603265,0.09223289932273628,0.05134850809246446,0.18663851516981053,1.1215796315317392,1,1.0014279284179486,1.0014265991573936,1.0019225109709224,1.0021368679378508,1.0020584980084235,1.0022336896226576,1.002268839043356,1.0022510648807226,1e-12,-0.004672817652617021,-0.005723899355266253,-0.005727446476125106,-0.004522602187248657,-0.006380889126596711,-0.007320248748514599,-0.007641909235063815,-0.008862763467313935,0.693756012432187,-0.29975922629937496,0.2852253607459312,0.025375601243218703,49.998121993783904,1,1.1215796315317392
