,Obj_Fun,MARS,LR,Lasso,Ridge,ElasticNet
0,Min_P_SG,0.9963110517764058,0.9875273857993505,-0.42961532731389984,0.973096596634861,-0.42961532731389984
1,Min_P_losses,0.9916901071107805,0.9740349164224776,-1.1713283006563402,0.9578424058704573,-1.1713283006563402
