Rdroop,VSC,SG2,SG1,PLTOT,PL2,PL3,PL4,PL5,PL6,PL7,PL8,PL9,DI,DI_crit
0.08436969909403108,2.195391255982661,0.28499077794949573,0.47499128727205586,2.949109262007075,0.2455284784463087,0.521305950005838,0.5003066934753414,0.2705827813823256,0.17229708269786426,0.23958266514101192,0.18618798601936604,0.813317624839019,0.9888897660670437,0.7759264033910468
0.08428964392905525,0.4114342499866761,0.28269043221994933,0.4736339481816133,1.1623772132789807,0.11321140945245292,0.1853113463781371,0.21694210556357135,0.09988648823921545,0.044309672859615255,0.08505248523074026,0.07148244383801605,0.3461812617172324,0.9889144019009336,0.905154429669778
0.07542417293064095,1.107443211921497,0.2825090616251251,0.4728248550206597,1.8560056229059048,0.22198575605156187,0.2083410714918569,0.3253458619134737,0.16975328025017294,0.0702427579108659,0.1982084405986942,0.0897961837577574,0.572332270931522,0.9889017505648449,0.8578689692447438
0.05115443339630238,0.4116994087482312,0.28320278918369085,0.47363929308756364,1.1631193028192874,0.10304155026518128,0.15029598628961294,0.2671587575893882,0.13634693086647467,0.04456505246778938,0.12334179806585056,0.07505873546300088,0.26331049181198957,1.0326775284892586,1.0326775284892586
0.0855004837759116,1.9544783487573323,0.2839454401571494,0.47401715936514954,2.705629256880773,0.28442172516718917,0.39026141996911734,0.5943989627907895,0.19065420246423845,0.13686193916845682,0.28659846529477323,0.10482621865323245,0.7176063233729764,0.9888882544413661,0.7818627139543625
0.054880501290143845,2.0145452945969256,0.2849903534299888,0.4749905446238367,2.7678042841096913,0.264542654563752,0.3444907516521804,0.589222210370655,0.29653861869513287,0.15191579955016699,0.25584640743694054,0.1401419948250541,0.7251058470158098,0.988905093988696,0.8883959997054003
0.061077958474489866,0.700303402570287,0.28408613616644507,0.47424292766923015,1.4525063786862487,0.1616063426312922,0.23137316109350975,0.2835760068124399,0.1416810969453773,0.06189444478414281,0.15488606222750592,0.07578794049458927,0.34170132369739137,0.9889200504150552,0.9492560755731909
0.07669586098289113,1.2055653183551922,0.28455706541995623,0.4745882454785325,1.9577214136998289,0.16270125104687744,0.31423130432750224,0.437890162213899,0.18642340392234885,0.12967286244412976,0.2145101871993193,0.08800836881505021,0.4242838737307022,0.988912838008968,0.8469274504933234
0.08096875551747047,1.5243160698275278,0.2849862376902139,0.474987190926995,2.277253753718707,0.2451924993362718,0.3704168768582377,0.3346316664230453,0.24708990666489247,0.11547970814295869,0.22376711783275083,0.11924446670670018,0.62143151175385,0.9889073930666423,0.8141399520866721
0.0716669683317343,1.0602254948994279,0.2844477156809407,0.47451793681218185,1.8123895515532196,0.2073816951768312,0.314066929586228,0.3524423544001938,0.14631566177248298,0.09558327633813357,0.23127269726401084,0.11413353602403771,0.3511934009913016,0.9889162552197848,0.8744275922209573
0.07710721432619158,0.4304779361378794,0.2832020557508841,0.473653569359281,1.181900250547117,0.09841764603253067,0.1876158119993128,0.29928059875667634,0.11759563034262727,0.0739915722450214,0.11502853010032119,0.05722301727383791,0.23274744379678936,0.9889164178909934,0.9248118374284906
0.0954983280382676,1.6504638614491636,0.2847455625713493,0.47476005300011187,2.402790260054604,0.1929172687776266,0.43987429372477466,0.5961873188734788,0.1739445663329878,0.12774516729696034,0.25614131804288287,0.1325989627131817,0.48338136429271156,0.9888989015022207,0.7683749152227729
0.05370015967606884,1.8165511571753827,0.28387557444154593,0.4739388176366561,2.5675734598993847,0.22945418927955877,0.44050280053403534,0.4389732761143855,0.25129506717765443,0.1502493434706442,0.1986609794495653,0.0882230710288273,0.7702147328447138,0.988902822745933,0.9022659386986808
0.05893465708113453,1.6177059473696163,0.28474938098070046,0.4747621370350791,2.3701316165872295,0.163889997774043,0.35356781642611074,0.5726167919192895,0.20721927258838485,0.10027063859798245,0.2803563141148068,0.09332477009950828,0.5988860150671037,0.9889104838983506,0.8887367863042284
0.08882681898069719,1.6486428834585565,0.2837044390458796,0.4737954636236083,2.399015396492163,0.2862200298905486,0.40308528755832684,0.5112225255207598,0.17641064327527387,0.1366505097893554,0.22636773381709996,0.09211702224916563,0.5669416443916331,0.9888935388939131,0.7861241432836388
0.08178774865861863,0.9092796414280577,0.2843667003063451,0.4744479892681617,1.6615319398347252,0.1427007058170886,0.2352823601730597,0.40903576262098285,0.13426765059684384,0.08276064636583229,0.17720112503966648,0.05806917749586903,0.4222145117253825,0.9889168918191894,0.8535490537841346
0.05710531488707069,1.5961717548180585,0.2836873212151888,0.4737900833712944,2.346606933931872,0.20297213876693,0.4235030053762766,0.34337926991908574,0.235649818339126,0.1426119187152126,0.2761206961334055,0.11198773637512703,0.6103823503067086,0.9889046757217457,0.8979352219848382
0.08130331896429219,1.8891351599394985,0.2847879160452141,0.4747991044507401,2.641757810794404,0.23695098808185608,0.34659616901865975,0.5583218709591526,0.2389345895993562,0.14887902919678667,0.2878104643284602,0.20633666863178599,0.6179280309783468,0.9888964231960948,0.7967825997104787
0.05467864040094051,2.015591341749161,0.28480157873938217,0.4748102172480946,2.768442000348001,0.3031867472828735,0.3393093126570366,0.6178629388383455,0.23904267917976652,0.14556596260979496,0.2732441261844117,0.13466077723797076,0.7155694563578017,0.9889041558389161,0.8892618879106456
0.0887619549262833,1.8129103568591038,0.2847826166066214,0.4747819582227186,2.5653345734712145,0.23947637124430343,0.4229551772925596,0.5875419665964995,0.2824089468613632,0.14054159569003644,0.2647750399588604,0.11229272487624006,0.5153427509513521,0.9888956806775377,0.779149283366111
0.08956860310436733,1.1802092781090616,0.28455086159226245,0.47458029181196215,1.9324879260124237,0.14833599979090106,0.32393581591201076,0.387152086695542,0.20831252339999773,0.09022922141037439,0.14146160123944534,0.07779837736972521,0.5552623001944273,0.9889109354538256,0.8097772246498227
0.06393100303054375,1.8236995939162106,0.2847832276565867,0.4747837662935091,2.576096599579926,0.33002030899029094,0.3722750837331376,0.4677894099045045,0.3165789472599247,0.17389402059218928,0.274461785903584,0.12129502263163203,0.5197820205646634,0.9889034440334648,0.8594262617512869
0.07871913829027744,0.7959410178367715,0.2842603173229867,0.4743732324601836,1.5482057569694925,0.1162623926463454,0.2220241055978503,0.3308367603808683,0.14641457521741036,0.08889994642701365,0.15200540091842207,0.09018524151521254,0.4015773342663699,0.9889185493807569,0.8738906487852307
0.09633001710320885,0.38382095349768586,0.28271935117809976,0.4735437385587982,1.1347538966860966,0.1283892673609557,0.14430533746544325,0.1879438781409834,0.13095524223625607,0.05104184194187574,0.10965301508203094,0.0651835948417436,0.31728171961680784,0.9889142426929304,0.8778631949921326
0.06705973633074544,2.215240056137441,0.28499088957395075,0.47499134468234644,2.9687134775884827,0.3606621304078084,0.3775791588073142,0.6322254585445205,0.23637397392830994,0.16570460647853197,0.2911689535412259,0.18996966080308458,0.7150295350776869,0.9888943805284892,0.8315143814004109
0.07843758013832694,1.1793139538683888,0.28452279428787247,0.4745716568541897,1.9315787590459628,0.18556766890797213,0.3539232678673572,0.38850790218600995,0.1618127896889941,0.07628703244161798,0.15132947546448217,0.06591604305245194,0.548234579437077,0.9889130897015963,0.8424456888439141
0.0872364898787652,0.546742562786853,0.2836539650176281,0.47402064437909286,1.2986558831833626,0.12607616837244165,0.19465622307382352,0.27961390489065324,0.10651490979214856,0.05126401741607487,0.10724695447497146,0.07436113607114658,0.3589225690921025,0.9889180643598935,0.8773415013468164
0.09071230979433645,0.9931483108047167,0.28441728319368526,0.47451686537971177,1.7454061099203109,0.1794212557688567,0.20470913268677984,0.299968067671564,0.14627363596617005,0.0760964887944966,0.22049467458942495,0.10523012347964376,0.5132127309633752,0.9889148440941797,0.8202071435964962
0.09526788210496154,1.0548202230215808,0.28447809838645827,0.47451686200666726,1.8070663685017254,0.1361617659828819,0.31975596221481706,0.453193889997415,0.16082383351261226,0.08560790857302338,0.13847843406096957,0.07729467532461,0.43574989883539644,0.9889124496314992,0.804165666068417
0.09419486316031746,1.3650407030626242,0.2845934339642414,0.47465176948138865,2.1173243591861857,0.2254637540727919,0.2776131359222934,0.34927031116675883,0.1546298077461073,0.11531875993419251,0.23343002797452508,0.13364183987236197,0.6279567224971548,0.9889066258545383,0.785507626535321
0.08970008416710505,1.836700245795552,0.28478181108572853,0.4747974213807647,2.5896044689921225,0.22407960841340033,0.30811589700926506,0.4455159144135282,0.25555146465756684,0.10261088787463091,0.341832047275991,0.11213020764717646,0.7997684417005636,0.9888961176229872,0.7742511921782951
0.09823086787399561,0.780302521053021,0.2842343428338822,0.4743093268964211,1.5325795384304888,0.20749199435096188,0.261903172094333,0.2265171727213773,0.198405106248369,0.06749672409300504,0.13480382264384416,0.09998802850287926,0.33597351777571904,0.9889163836979445,0.8214563900806322
0.0981346640843558,0.9740393619555466,0.2844187720646497,0.4745012652772413,1.7263135060749204,0.12847950949770118,0.23616632766972825,0.3712821830358199,0.14476072759763223,0.08783684366021711,0.1766875758147395,0.07337211730381603,0.5077282214952661,0.9889140543396195,0.8029396659734822
0.06449311122319208,0.4891987578906946,0.28367861847329484,0.47380821213155566,1.2411099418251839,0.14763210647463929,0.17745167946826548,0.27095606060217825,0.1739111865052276,0.058878902339092445,0.10533220148668102,0.05920901678583697,0.24773878816326295,0.9889184321028218,0.9618223701717491
0.09413620313636148,1.2821539896332355,0.2845937239370905,0.4746066404036233,2.034316329514221,0.16042131566234014,0.3897981857072273,0.4019442010395651,0.23660167507082128,0.0862416632863648,0.2433013798771113,0.11425332711870723,0.40175458175208406,0.9889075743869443,0.7917694212763827
0.056998034169482015,1.8375380419286775,0.2849894579254398,0.4749892588542592,2.5904235989162467,0.22648339776085588,0.4049399265777386,0.6534807878255968,0.29093848737274963,0.11794096561976027,0.19465194778549966,0.1690082322639578,0.5329798537100879,0.9889074632056486,0.8871754561884494
0.08929508309633721,2.05549789968205,0.284000637238734,0.47405056294446607,2.8066526399127922,0.33854640474004016,0.47226700047627196,0.4870763973798696,0.25252092277155835,0.14422003657581758,0.35077153273565725,0.1818327539563681,0.5794175912772095,0.9888849348200015,0.7678637972763357
