Iter_num,VSC,SG2,SG1,PLTOT,Rdroop,PL2,PL3,PL4,PL5,PL6,PL7,PL8,PL9,DI,V1,V2,V3,V4,V5,V6,V7,V8,V9,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,P1,Q1,P5,P6,f,Exitflag,DI_crit
1,0.9636381192895419,0.015218287157372515,0.02536381192895419,1.0,0.05,0.10409060491792875,0.17399436364813572,0.20787208990084535,0.0843605572695398,0.034410574746091764,0.09817648901602843,0.06067508555287618,0.23642023494855405,1.146213739097933,1,1.0012438353128403,1.0012340230863706,1.0016339509667438,1.0016897474158197,1.0018031791383792,1.0019630542370257,1.0019868162723038,1.0019376839139316,1e-12,-0.006420774855698651,-0.007559567675272612,-0.008552603588439468,-0.009011182049765117,-0.008847396595007452,-0.00994033945035547,-0.0103769946237163,-0.011920922968739426,0.9636381192895419,-0.29567406189675755,0.015218287157372515,0.02536381192895419,49.998180940355226,1,1.146213739097933
1,0.693740987049424,0.2852244592229654,0.02537409870494241,1.0,0.05,0.13603131720185582,0.19565483602515354,0.16541010741374468,0.08605136174639764,0.06361023243604778,0.09681665900317057,0.05369305270183038,0.2027324334717995,1.1213347190806127,1,1.0014266908715999,1.001403262013354,1.0019487338719892,1.0021697847230309,1.002057335070783,1.002226632069187,1.0022588034785447,1.0022308985705248,1e-12,-0.004672607234154001,-0.00595197721303971,-0.0054362583027876285,-0.004160597953335275,-0.006373417620043705,-0.007372501626202489,-0.007724129201599256,-0.009049432185663132,0.693740987049424,-0.2995672864088369,0.2852244592229654,0.02537409870494241,49.99812950647529,1,1.1213347190806127
1,0.2442033717144134,0.2852522023028648,0.4754203371714413,1.0,0.05,0.11390069486877474,0.16012840887942104,0.1829642275321832,0.08709667000557181,0.05214016612828725,0.07338916457966689,0.04969930728475037,0.2806813607213447,1.062575718531154,1,1.0017169250125315,1.0017158160193562,1.0023162823389,1.002536662708457,1.0025129620570232,1.0026759166290702,1.002687280995902,1.0026101234253524,1e-12,-0.0017603371352591106,-0.002809137458770694,-0.0017201447554303485,-0.0004524418380628768,-0.0017320796520217173,-0.0027897297914194264,-0.0033519906641120254,-0.0051831484812590554,0.2442033717144134,-0.30279877565955765,0.2852522023028648,0.4754203371714413,49.997898314142795,1,1.062575718531154
1,0.5139075508567283,0.015234453051403701,0.47539075508567286,1.0,0.05,0.09977261632227344,0.1591824445008933,0.2016398053146777,0.09669292235645484,0.0619848665209254,0.11681203497686744,0.056434204403722266,0.20748110560418553,1.0863080771888263,1,1.0015464757714991,1.0015459606449386,1.002026341040004,1.002074461822362,1.0022877385168125,1.0024471132595034,1.002481855399834,1.0024509523354108,1e-12,-0.0035078091115687935,-0.004550469902144316,-0.004724325702769044,-0.005262923647510493,-0.004064710732939992,-0.005166527786566158,-0.005491094118603565,-0.00684721535170435,0.5139075508567283,-0.30158368161988214,0.015234453051403701,0.47539075508567286,49.99804622457164,1,1.0863080771888263
1,2.9642283649527377,0.01525370189716427,0.025422836495273785,3.0,0.05,0.2169158538129914,0.5392072920612935,0.6426907729847252,0.3413152974756148,0.11485964382391516,0.296399000033104,0.16808168780090924,0.6805304520074468,0.9861454257487645,1,0.9996823440328266,0.9994407994860528,0.999574145879422,0.9994685446665875,0.9997001296950034,0.9996518812228083,0.9995956197341433,0.9992629502407986,1e-12,-0.01937505915216795,-0.022883580521195514,-0.026292390887978214,-0.028417918591816277,-0.02688512803243479,-0.03002764680224963,-0.03122763587785117,-0.03565285285103739,2.9642283649527377,-0.22042275861352192,0.01525370189716427,0.025422836495273785,49.99788581752363,1,0.9669772271551407
1,2.694845557591336,0.28529073345548017,0.025484555759133616,3.0,0.05,0.36914198365641093,0.517898140033598,0.5892631128157139,0.2721619217416574,0.14126618231630894,0.2743827561010456,0.19134311599229556,0.6445427873429701,0.9877258193434696,1,0.9999225593697596,0.9996946330935913,0.9999906310962207,1.0000974379386909,1.000035598354061,1.0000000994768974,0.9999425848670933,0.9996330962202652,1e-12,-0.017631506517119342,-0.021001791150241127,-0.022833429251557957,-0.022757989065505763,-0.02425724043331814,-0.027277117341336636,-0.028497328426962867,-0.03268912654905148,2.694845557591336,-0.2366692944690642,0.28529073345548017,0.025484555759133616,49.99757722120433,1,0.950504035509823
1,2.2454024553959777,0.28532414732375866,0.47554024553959773,3.0,0.05,0.31212112340969056,0.39682680286102556,0.5149457088413026,0.36284883178923105,0.1485092418655063,0.3629132209519549,0.10895676585499292,0.7928783044262959,0.9889054996200828,1,1.000257766160214,1.000107137947094,1.000377833039255,1.0004282145773626,1.0004818589820546,1.0003913426710203,1.0003353630522374,0.9999293478730016,1e-12,-0.014718580522184693,-0.017303379555839275,-0.01936862382486802,-0.019882864121167187,-0.020133014381719532,-0.02367791282945671,-0.024848709607822164,-0.030002553483932923,2.2454024553959777,-0.2526456812682238,0.28532414732375866,0.47554024553959773,49.99729877230201,1,0.9020771726143253
1,2.5149398551833912,0.015296391311003492,0.4754939855183391,3.0,0.05,0.2960496714793874,0.38148621178945197,0.7179654322814666,0.24992041771482923,0.20090624692553471,0.23930524081954796,0.17255827251584815,0.7418085064739347,0.9871914737533709,1,1.0000488407455734,0.999908002650261,1.0000277163923874,0.9999798116927735,1.0002230978739794,1.000183244990864,1.0001000087784182,0.9997273745084098,1e-12,-0.016464726639340635,-0.018949990453781526,-0.02254429137154111,-0.0240765590004928,-0.022403269210798687,-0.02544071362786395,-0.026906242403392188,-0.03172888862791687,2.5149398551833912,-0.24200621037373007,0.015296391311003492,0.4754939855183391,49.9975300724083,1,0.91766774644435
1,0.9632102774680327,0.015385233296163921,0.02564205549360654,1.0,0.1,0.12426969462142294,0.13487820507547474,0.21525768689621724,0.09028804327825565,0.04808961746478771,0.1257433940589197,0.05932197660577589,0.20215138199914603,0.9914958863616454,1,1.0012449843259998,1.0012597051631935,1.0016286989496512,1.0016809002640108,1.0017998690036378,1.0019559829739122,1.0019931018928252,1.0019655702368901,1e-12,-0.006418079752768807,-0.007302997776802972,-0.008618403200786431,-0.00911437491733024,-0.008896347767938963,-0.010031534540396405,-0.010331496501558641,-0.011653028526400705,0.9632102774680327,-0.29581289034056835,0.015385233296163921,0.02564205549360654,49.996789722531965,1,0.9914958863616454
1,0.6933426357601316,0.28540111629121573,0.025668527152026315,1.0,0.1,0.13152436132461498,0.13655879059577428,0.17638453456311082,0.0942610163958345,0.05135719547828248,0.10197815197156228,0.044923494210879406,0.26301245545994145,0.9878013935201833,1,1.0014244068637956,1.0014380774140343,1.001928477529446,1.0021446066037638,1.002030986527034,1.0021868257032358,1.0022089342196776,1.0021429917220679,1e-12,-0.004669795797558156,-0.0055656215467389,-0.005611174302444568,-0.0043875850923825125,-0.00660266299534485,-0.0077354881154532975,-0.008187347965467032,-0.009903846584253894,0.6933426357601316,-0.29917939786601133,0.28540111629121573,0.025668527152026315,49.996657364239866,1,0.9582250222185195
